init_date,em_d01,em_d02,em_d03,em_d04,em_d05,em_d06,em_d07,em_d08,em_d09,em_d10,em_d11,em_d12,em_d13,em_d14,em_d15,es_d01,es_d02,es_d03,es_d04,es_d05,es_d06,es_d07,es_d08,es_d09,es_d10,es_d11,es_d12,es_d13,es_d14,es_d15,hres_d01,hres_d02,hres_d03,hres_d04,hres_d05,hres_d06,hres_d07,hres_d08,hres_d09,hres_d10,hres_d11,hres_d12,hres_d13,hres_d14,hres_d15
2026-07-17,275,289,282,292,302,257,243,254,266,278,281,276,277,275,279,7,9,12,15,24,22,22,31,28,29,32,33,34,31,32,275,291,285,300,317,254,235,248,251,279,,,,,
2026-07-14,271,277,284,287,299,304,304,287,266,249,248,256,264,265,264,7,8,11,15,17,20,26,22,25,26,27,30,33,34,36,271,275,281,282,296,321,335,292,260,244,,,,,
2026-07-15,274,281,279,291,288,291,296,266,251,258,270,278,280,274,267,6,9,13,16,18,24,26,31,31,30,30,36,39,36,31,275,282,271,285,289,289,311,272,238,238,,,,,
2026-07-16,275,277,285,282,291,299,263,245,250,262,276,279,272,265,267,7,9,13,12,16,21,28,27,32,35,34,32,33,35,37,271,275,273,281,293,312,250,232,263,292,,,,,
