init_date,em_d01,em_d02,em_d03,em_d04,em_d05,em_d06,em_d07,em_d08,em_d09,em_d10,em_d11,em_d12,em_d13,em_d14,em_d15,es_d01,es_d02,es_d03,es_d04,es_d05,es_d06,es_d07,es_d08,es_d09,es_d10,es_d11,es_d12,es_d13,es_d14,es_d15,hres_d01,hres_d02,hres_d03,hres_d04,hres_d05,hres_d06,hres_d07,hres_d08,hres_d09,hres_d10,hres_d11,hres_d12,hres_d13,hres_d14,hres_d15
2026-07-17,278,270,264,260,266,280,278,274,276,275,276,274,273,275,273,11,10,12,14,15,14,17,19,21,23,22,21,19,21,21,280,271,267,249,257,275,279,259,262,253,,,,,
2026-07-14,256,263,275,275,268,268,271,277,279,275,268,267,269,269,268,11,12,11,15,15,15,17,19,20,21,21,20,19,20,21,256,266,274,273,263,263,257,253,264,261,,,,,
2026-07-15,255,260,264,263,263,265,275,280,279,275,274,276,280,282,280,10,11,11,13,14,17,16,17,19,20,19,21,20,22,22,261,265,267,272,258,251,270,281,282,290,,,,,
2026-07-16,272,273,263,259,263,272,279,277,274,273,274,276,275,273,270,9,10,12,12,13,15,16,17,18,18,22,24,21,21,19,271,273,264,263,259,259,262,274,286,292,,,,,
