init_date,em_d01,em_d02,em_d03,em_d04,em_d05,em_d06,em_d07,em_d08,em_d09,em_d10,em_d11,em_d12,em_d13,em_d14,em_d15,es_d01,es_d02,es_d03,es_d04,es_d05,es_d06,es_d07,es_d08,es_d09,es_d10,es_d11,es_d12,es_d13,es_d14,es_d15,hres_d01,hres_d02,hres_d03,hres_d04,hres_d05,hres_d06,hres_d07,hres_d08,hres_d09,hres_d10,hres_d11,hres_d12,hres_d13,hres_d14,hres_d15
2026-07-17,249,258,229,234,243,207,198,213,227,227,228,232,234,239,240,7,9,9,12,17,20,15,17,22,29,31,34,32,30,27,251,257,230,239,239,194,188,200,218,234,,,,,
2026-07-14,291,303,291,273,267,255,251,241,213,212,217,224,231,229,231,10,10,13,18,22,27,23,26,25,22,24,27,31,30,31,291,306,299,283,282,247,258,227,176,183,,,,,
2026-07-15,294,279,273,269,238,240,244,214,207,219,234,243,243,235,225,9,10,15,21,15,21,25,27,20,19,23,31,33,31,28,295,283,269,274,244,254,259,202,199,228,,,,,
2026-07-16,266,261,262,239,247,240,212,206,218,231,239,238,230,226,230,7,10,13,9,12,20,23,19,22,23,24,28,30,31,29,264,255,267,242,256,236,213,201,215,249,,,,,
2026-07-18,255,224,229,236,199,197,217,233,241,244,235,232,234,240,245,8,7,8,15,16,12,14,20,30,34,33,34,30,29,30,258,225,232,240,187,194,223,245,265,284,,,,,
2026-07-19,219,227,245,198,198,221,238,251,253,242,239,240,242,246,249,6,7,13,15,9,11,16,27,33,33,30,29,29,28,29,219,228,250,191,214,229,242,260,287,274,,,,,
2026-07-20,221,236,188,188,207,230,252,244,217,211,224,237,244,245,250,6,12,11,9,10,10,16,33,32,31,31,28,27,26,29,220,238,187,185,209,239,265,219,175,170,,,,,
2026-07-21,231,180,191,205,229,248,237,226,230,232,232,223,224,231,236,11,6,8,8,10,17,26,32,32,28,25,28,28,30,34,226,177,191,201,227,249,287,285,227,202,,,,,
2026-07-22,176,192,209,231,256,258,249,234,234,233,218,216,227,240,242,4,6,8,12,17,28,26,26,26,27,24,28,29,33,34,176,190,206,233,264,273,240,223,219,249,,,,,
2026-07-23,196,212,232,259,269,250,225,230,237,230,224,235,247,253,246,6,8,9,14,22,25,26,26,27,26,26,30,36,37,35,194,210,235,266,271,269,209,212,244,261,,,,,
2026-07-24,208,229,258,266,249,233,240,246,233,225,229,242,246,240,236,7,7,12,20,16,19,24,23,23,27,29,30,30,36,39,206,230,261,261,240,214,237,250,234,217,,,,,
2026-07-25,220,251,247,230,203,208,226,237,236,238,253,256,244,238,236,6,12,20,11,14,15,20,19,20,24,25,28,31,32,30,218,255,244,225,197,198,224,230,236,228,,,,,
2026-07-26,242,243,230,214,219,233,233,232,235,244,252,244,241,243,247,10,15,9,12,14,17,20,19,21,25,24,25,32,37,40,247,246,239,223,224,243,250,234,242,246,,,,,
2026-07-27,248,226,210,215,228,234,236,236,246,254,242,236,237,239,236,16,8,8,11,15,17,17,21,22,21,26,30,34,35,33,246,222,209,217,225,240,244,257,264,277,,,,,
2026-07-28,226,212,225,243,237,232,232,243,255,254,254,248,244,239,238,8,6,9,14,19,20,21,20,18,23,28,35,38,36,36,228,210,223,241,244,223,229,237,246,236,,,,,
