init_date,em_d01,em_d02,em_d03,em_d04,em_d05,em_d06,em_d07,em_d08,em_d09,em_d10,em_d11,em_d12,em_d13,em_d14,em_d15,es_d01,es_d02,es_d03,es_d04,es_d05,es_d06,es_d07,es_d08,es_d09,es_d10,es_d11,es_d12,es_d13,es_d14,es_d15,hres_d01,hres_d02,hres_d03,hres_d04,hres_d05,hres_d06,hres_d07,hres_d08,hres_d09,hres_d10,hres_d11,hres_d12,hres_d13,hres_d14,hres_d15
2026-07-17,302,295,272,266,280,285,267,262,265,269,272,268,268,270,274,8,12,15,15,15,22,24,25,29,30,29,26,25,28,30,304,302,260,261,271,277,255,254,267,282,,,,,
2026-07-14,239,262,283,293,284,276,282,286,285,273,264,261,265,268,268,5,6,7,13,18,17,16,19,22,27,31,28,29,30,29,239,266,286,303,286,261,280,286,281,259,,,,,
2026-07-15,268,290,303,293,276,270,282,288,273,263,263,271,277,279,276,6,7,12,17,19,19,19,24,29,27,26,28,30,29,32,269,292,309,295,268,260,265,291,267,261,,,,,
2026-07-16,291,308,294,270,266,280,286,271,262,261,265,274,277,271,264,8,11,14,18,15,16,22,25,24,27,30,32,31,28,28,292,313,293,278,270,280,291,259,265,271,,,,,
