init_date,em_d01,em_d02,em_d03,em_d04,em_d05,em_d06,em_d07,em_d08,em_d09,em_d10,em_d11,em_d12,em_d13,em_d14,em_d15,es_d01,es_d02,es_d03,es_d04,es_d05,es_d06,es_d07,es_d08,es_d09,es_d10,es_d11,es_d12,es_d13,es_d14,es_d15,hres_d01,hres_d02,hres_d03,hres_d04,hres_d05,hres_d06,hres_d07,hres_d08,hres_d09,hres_d10,hres_d11,hres_d12,hres_d13,hres_d14,hres_d15
2026-07-17,174,145,119,127,142,146,143,148,157,164,172,177,176,172,172,6,8,7,9,10,18,21,20,21,21,26,26,30,29,30,178,151,123,127,141,144,137,140,149,180,,,,,
2026-07-14,172,146,178,172,144,115,109,117,124,128,137,145,151,152,159,8,8,6,11,14,18,22,26,24,26,29,33,28,28,26,178,145,178,179,154,118,120,128,130,116,,,,,
2026-07-15,152,179,171,149,115,115,121,131,135,143,148,146,153,153,154,6,4,9,11,17,20,24,25,27,29,30,35,35,35,30,155,178,173,151,130,128,107,121,136,99,,,,,
2026-07-16,178,176,142,113,115,124,134,140,148,156,166,168,173,171,169,3,8,11,15,16,19,22,22,26,27,26,24,29,27,29,178,178,144,119,117,137,134,116,112,133,,,,,
2026-07-18,138,122,129,144,142,133,129,148,160,175,184,184,178,175,175,8,7,9,10,14,21,20,17,16,18,24,27,29,29,27,141,122,129,145,148,124,126,156,154,172,,,,,
2026-07-19,121,130,147,143,133,140,152,167,174,184,181,175,175,170,172,5,6,8,11,19,18,18,17,18,21,25,25,27,26,28,121,132,146,147,132,126,165,180,184,180,,,,,
2026-07-20,135,148,142,129,141,158,169,177,182,174,166,163,161,166,169,5,6,8,14,15,15,16,18,19,25,25,21,23,22,24,135,150,154,122,143,176,182,181,198,188,,,,,
